question,answer,image_id
What is the emotion in the image OtBXNcAL_lE_12?,sad,OtBXNcAL_lE_12
What is the emotion in the image OtBXNcAL_lE_13?,normal,OtBXNcAL_lE_13
What is the emotion in the image OtBXNcAL_lE_14?,normal,OtBXNcAL_lE_14
What is the emotion in the image OtBXNcAL_lE_15?,normal,OtBXNcAL_lE_15
What is the emotion in the image OtBXNcAL_lE_16?,sad,OtBXNcAL_lE_16
What is the emotion in the image OtBXNcAL_lE_17?,normal,OtBXNcAL_lE_17
What is the emotion in the image OtBXNcAL_lE_18?,sad,OtBXNcAL_lE_18
What is the emotion in the image OtBXNcAL_lE_19?,sad,OtBXNcAL_lE_19
What is the emotion in the image OtBXNcAL_lE_1?,sad,OtBXNcAL_lE_1
What is the emotion in the image OtBXNcAL_lE_20?,sad,OtBXNcAL_lE_20
What is the emotion in the image OtBXNcAL_lE_21?,sad,OtBXNcAL_lE_21
What is the emotion in the image OtBXNcAL_lE_22?,normal,OtBXNcAL_lE_22
What is the emotion in the image OtBXNcAL_lE_23?,sad,OtBXNcAL_lE_23
What is the emotion in the image OtBXNcAL_lE_2?,sad,OtBXNcAL_lE_2
What is the emotion in the image OtBXNcAL_lE_3?,sad,OtBXNcAL_lE_3
What is the emotion in the image OtBXNcAL_lE_4?,sad,OtBXNcAL_lE_4
What is the emotion in the image OtBXNcAL_lE_5?,normal,OtBXNcAL_lE_5
What is the emotion in the image OtBXNcAL_lE_6?,sad,OtBXNcAL_lE_6
What is the emotion in the image OtBXNcAL_lE_7?,normal,OtBXNcAL_lE_7
What is the emotion in the image OtBXNcAL_lE_8?,happy,OtBXNcAL_lE_8
What is the emotion in the image OtBXNcAL_lE_9?,normal,OtBXNcAL_lE_9
What is the emotion in the image Oz06ZWiO20M_0?,happy,Oz06ZWiO20M_0
What is the emotion in the image Oz06ZWiO20M_10?,sad,Oz06ZWiO20M_10
What is the emotion in the image Oz06ZWiO20M_11?,normal,Oz06ZWiO20M_11
What is the emotion in the image Oz06ZWiO20M_12?,normal,Oz06ZWiO20M_12
What is the emotion in the image Oz06ZWiO20M_13?,happy,Oz06ZWiO20M_13
What is the emotion in the image Oz06ZWiO20M_14?,normal,Oz06ZWiO20M_14
What is the emotion in the image Oz06ZWiO20M_15?,normal,Oz06ZWiO20M_15
What is the emotion in the image Oz06ZWiO20M_16?,normal,Oz06ZWiO20M_16
What is the emotion in the image Oz06ZWiO20M_17?,happy,Oz06ZWiO20M_17
What is the emotion in the image Oz06ZWiO20M_18?,normal,Oz06ZWiO20M_18
What is the emotion in the image Oz06ZWiO20M_19?,normal,Oz06ZWiO20M_19
What is the emotion in the image Oz06ZWiO20M_1?,sad,Oz06ZWiO20M_1
What is the emotion in the image Oz06ZWiO20M_20?,normal,Oz06ZWiO20M_20
What is the emotion in the image Oz06ZWiO20M_21?,sad,Oz06ZWiO20M_21
What is the emotion in the image Oz06ZWiO20M_22?,sad,Oz06ZWiO20M_22
What is the emotion in the image Oz06ZWiO20M_23?,normal,Oz06ZWiO20M_23
What is the emotion in the image Oz06ZWiO20M_24?,happy,Oz06ZWiO20M_24
What is the emotion in the image Oz06ZWiO20M_2?,normal,Oz06ZWiO20M_2
What is the emotion in the image Oz06ZWiO20M_3?,happy,Oz06ZWiO20M_3
What is the emotion in the image Oz06ZWiO20M_4?,normal,Oz06ZWiO20M_4
What is the emotion in the image Oz06ZWiO20M_5?,normal,Oz06ZWiO20M_5
What is the emotion in the image Oz06ZWiO20M_6?,sad,Oz06ZWiO20M_6
What is the emotion in the image Oz06ZWiO20M_7?,normal,Oz06ZWiO20M_7
What is the emotion in the image Oz06ZWiO20M_8?,normal,Oz06ZWiO20M_8
What is the emotion in the image Oz06ZWiO20M_9?,normal,Oz06ZWiO20M_9
What is the emotion in the image POKffnXeBds_0?,normal,POKffnXeBds_0
What is the emotion in the image POKffnXeBds_10?,sad,POKffnXeBds_10
What is the emotion in the image POKffnXeBds_11?,sad,POKffnXeBds_11
What is the emotion in the image POKffnXeBds_12?,sad,POKffnXeBds_12
What is the emotion in the image POKffnXeBds_1?,normal,POKffnXeBds_1
What is the emotion in the image POKffnXeBds_2?,sad,POKffnXeBds_2
What is the emotion in the image POKffnXeBds_3?,sad,POKffnXeBds_3
What is the emotion in the image POKffnXeBds_4?,sad,POKffnXeBds_4
What is the emotion in the image POKffnXeBds_5?,sad,POKffnXeBds_5
What is the emotion in the image POKffnXeBds_6?,sad,POKffnXeBds_6
What is the emotion in the image POKffnXeBds_7?,sad,POKffnXeBds_7
What is the emotion in the image POKffnXeBds_8?,sad,POKffnXeBds_8
What is the emotion in the image POKffnXeBds_9?,sad,POKffnXeBds_9
What is the emotion in the image PZ-lDQFboO8_0?,sad,PZ-lDQFboO8_0
What is the emotion in the image PZ-lDQFboO8_10?,normal,PZ-lDQFboO8_10
What is the emotion in the image PZ-lDQFboO8_11?,sad,PZ-lDQFboO8_11
What is the emotion in the image PZ-lDQFboO8_1?,sad,PZ-lDQFboO8_1
What is the emotion in the image PZ-lDQFboO8_2?,sad,PZ-lDQFboO8_2
What is the emotion in the image PZ-lDQFboO8_3?,normal,PZ-lDQFboO8_3
What is the emotion in the image PZ-lDQFboO8_4?,happy,PZ-lDQFboO8_4
What is the emotion in the image PZ-lDQFboO8_5?,sad,PZ-lDQFboO8_5
What is the emotion in the image PZ-lDQFboO8_6?,sad,PZ-lDQFboO8_6
What is the emotion in the image PZ-lDQFboO8_7?,normal,PZ-lDQFboO8_7
What is the emotion in the image PZ-lDQFboO8_8?,sad,PZ-lDQFboO8_8
What is the emotion in the image PZ-lDQFboO8_9?,happy,PZ-lDQFboO8_9
What is the emotion in the image QN9ZIUWUXsY_0?,normal,QN9ZIUWUXsY_0
What is the emotion in the image QN9ZIUWUXsY_10?,sad,QN9ZIUWUXsY_10
What is the emotion in the image QN9ZIUWUXsY_11?,sad,QN9ZIUWUXsY_11
What is the emotion in the image QN9ZIUWUXsY_12?,happy,QN9ZIUWUXsY_12
What is the emotion in the image QN9ZIUWUXsY_13?,happy,QN9ZIUWUXsY_13
What is the emotion in the image QN9ZIUWUXsY_14?,happy,QN9ZIUWUXsY_14
What is the emotion in the image QN9ZIUWUXsY_15?,happy,QN9ZIUWUXsY_15
What is the emotion in the image QN9ZIUWUXsY_16?,sad,QN9ZIUWUXsY_16
What is the emotion in the image QN9ZIUWUXsY_17?,sad,QN9ZIUWUXsY_17
What is the emotion in the image QN9ZIUWUXsY_1?,sad,QN9ZIUWUXsY_1
What is the emotion in the image QN9ZIUWUXsY_2?,happy,QN9ZIUWUXsY_2
What is the emotion in the image QN9ZIUWUXsY_3?,sad,QN9ZIUWUXsY_3
What is the emotion in the image QN9ZIUWUXsY_4?,happy,QN9ZIUWUXsY_4
What is the emotion in the image QN9ZIUWUXsY_5?,normal,QN9ZIUWUXsY_5
What is the emotion in the image QN9ZIUWUXsY_6?,normal,QN9ZIUWUXsY_6
What is the emotion in the image QN9ZIUWUXsY_7?,sad,QN9ZIUWUXsY_7
What is the emotion in the image QN9ZIUWUXsY_8?,sad,QN9ZIUWUXsY_8
What is the emotion in the image QN9ZIUWUXsY_9?,normal,QN9ZIUWUXsY_9
What is the emotion in the image Qr1Ca94K55A_0?,normal,Qr1Ca94K55A_0
What is the emotion in the image Qr1Ca94K55A_10?,happy,Qr1Ca94K55A_10
What is the emotion in the image Qr1Ca94K55A_11?,sad,Qr1Ca94K55A_11
What is the emotion in the image Qr1Ca94K55A_12?,sad,Qr1Ca94K55A_12
What is the emotion in the image Qr1Ca94K55A_13?,happy,Qr1Ca94K55A_13
What is the emotion in the image Qr1Ca94K55A_1?,sad,Qr1Ca94K55A_1
What is the emotion in the image Qr1Ca94K55A_2?,sad,Qr1Ca94K55A_2
What is the emotion in the image Qr1Ca94K55A_3?,happy,Qr1Ca94K55A_3
What is the emotion in the image Qr1Ca94K55A_4?,sad,Qr1Ca94K55A_4
What is the emotion in the image Qr1Ca94K55A_5?,happy,Qr1Ca94K55A_5
What is the emotion in the image Qr1Ca94K55A_6?,normal,Qr1Ca94K55A_6
What is the emotion in the image Qr1Ca94K55A_7?,happy,Qr1Ca94K55A_7
What is the emotion in the image Qr1Ca94K55A_8?,happy,Qr1Ca94K55A_8
What is the emotion in the image Qr1Ca94K55A_9?,sad,Qr1Ca94K55A_9
What is the emotion in the image Sqr0AcuoNnk_0?,normal,Sqr0AcuoNnk_0
What is the emotion in the image Sqr0AcuoNnk_10?,sad,Sqr0AcuoNnk_10
What is the emotion in the image Sqr0AcuoNnk_11?,happy,Sqr0AcuoNnk_11
What is the emotion in the image Sqr0AcuoNnk_12?,happy,Sqr0AcuoNnk_12
What is the emotion in the image Sqr0AcuoNnk_13?,happy,Sqr0AcuoNnk_13
What is the emotion in the image Sqr0AcuoNnk_14?,happy,Sqr0AcuoNnk_14
What is the emotion in the image Sqr0AcuoNnk_15?,happy,Sqr0AcuoNnk_15
What is the emotion in the image Sqr0AcuoNnk_16?,normal,Sqr0AcuoNnk_16
What is the emotion in the image Sqr0AcuoNnk_17?,normal,Sqr0AcuoNnk_17
What is the emotion in the image Sqr0AcuoNnk_18?,normal,Sqr0AcuoNnk_18
What is the emotion in the image Sqr0AcuoNnk_19?,normal,Sqr0AcuoNnk_19
What is the emotion in the image Sqr0AcuoNnk_1?,sad,Sqr0AcuoNnk_1
What is the emotion in the image Sqr0AcuoNnk_20?,sad,Sqr0AcuoNnk_20
What is the emotion in the image Sqr0AcuoNnk_21?,sad,Sqr0AcuoNnk_21
What is the emotion in the image Sqr0AcuoNnk_2?,normal,Sqr0AcuoNnk_2
What is the emotion in the image Sqr0AcuoNnk_3?,sad,Sqr0AcuoNnk_3
What is the emotion in the image Sqr0AcuoNnk_4?,sad,Sqr0AcuoNnk_4
What is the emotion in the image Sqr0AcuoNnk_5?,normal,Sqr0AcuoNnk_5
What is the emotion in the image Sqr0AcuoNnk_6?,normal,Sqr0AcuoNnk_6
What is the emotion in the image Sqr0AcuoNnk_7?,normal,Sqr0AcuoNnk_7
What is the emotion in the image Sqr0AcuoNnk_8?,happy,Sqr0AcuoNnk_8
What is the emotion in the image Sqr0AcuoNnk_9?,normal,Sqr0AcuoNnk_9
What is the emotion in the image TvyZBvOMOTc_0?,normal,TvyZBvOMOTc_0
What is the emotion in the image TvyZBvOMOTc_10?,happy,TvyZBvOMOTc_10
What is the emotion in the image TvyZBvOMOTc_11?,happy,TvyZBvOMOTc_11
What is the emotion in the image TvyZBvOMOTc_12?,happy,TvyZBvOMOTc_12
What is the emotion in the image TvyZBvOMOTc_13?,normal,TvyZBvOMOTc_13
What is the emotion in the image TvyZBvOMOTc_14?,happy,TvyZBvOMOTc_14
What is the emotion in the image TvyZBvOMOTc_1?,happy,TvyZBvOMOTc_1
What is the emotion in the image TvyZBvOMOTc_2?,happy,TvyZBvOMOTc_2
What is the emotion in the image TvyZBvOMOTc_3?,happy,TvyZBvOMOTc_3
What is the emotion in the image TvyZBvOMOTc_4?,happy,TvyZBvOMOTc_4
What is the emotion in the image TvyZBvOMOTc_5?,sad,TvyZBvOMOTc_5
What is the emotion in the image TvyZBvOMOTc_6?,happy,TvyZBvOMOTc_6
What is the emotion in the image TvyZBvOMOTc_7?,sad,TvyZBvOMOTc_7
What is the emotion in the image TvyZBvOMOTc_8?,normal,TvyZBvOMOTc_8
What is the emotion in the image TvyZBvOMOTc_9?,normal,TvyZBvOMOTc_9
What is the emotion in the image VCslbP0mgZI_0?,sad,VCslbP0mgZI_0
What is the emotion in the image VCslbP0mgZI_10?,sad,VCslbP0mgZI_10
What is the emotion in the image VCslbP0mgZI_11?,normal,VCslbP0mgZI_11
What is the emotion in the image VCslbP0mgZI_12?,happy,VCslbP0mgZI_12
What is the emotion in the image VCslbP0mgZI_13?,sad,VCslbP0mgZI_13
What is the emotion in the image VCslbP0mgZI_14?,normal,VCslbP0mgZI_14
What is the emotion in the image VCslbP0mgZI_15?,sad,VCslbP0mgZI_15
What is the emotion in the image VCslbP0mgZI_16?,normal,VCslbP0mgZI_16
What is the emotion in the image VCslbP0mgZI_1?,normal,VCslbP0mgZI_1
What is the emotion in the image VCslbP0mgZI_2?,normal,VCslbP0mgZI_2
What is the emotion in the image VCslbP0mgZI_3?,sad,VCslbP0mgZI_3
What is the emotion in the image VCslbP0mgZI_4?,normal,VCslbP0mgZI_4
What is the emotion in the image VCslbP0mgZI_5?,happy,VCslbP0mgZI_5
What is the emotion in the image VCslbP0mgZI_6?,happy,VCslbP0mgZI_6
What is the emotion in the image VCslbP0mgZI_7?,sad,VCslbP0mgZI_7
What is the emotion in the image VCslbP0mgZI_8?,sad,VCslbP0mgZI_8
What is the emotion in the image VCslbP0mgZI_9?,sad,VCslbP0mgZI_9
What is the emotion in the image VbQk4H8hgr0_0?,sad,VbQk4H8hgr0_0
What is the emotion in the image VbQk4H8hgr0_10?,normal,VbQk4H8hgr0_10
What is the emotion in the image VbQk4H8hgr0_11?,sad,VbQk4H8hgr0_11
What is the emotion in the image VbQk4H8hgr0_12?,sad,VbQk4H8hgr0_12
What is the emotion in the image VbQk4H8hgr0_13?,sad,VbQk4H8hgr0_13
What is the emotion in the image VbQk4H8hgr0_14?,happy,VbQk4H8hgr0_14
What is the emotion in the image VbQk4H8hgr0_15?,sad,VbQk4H8hgr0_15
What is the emotion in the image VbQk4H8hgr0_16?,sad,VbQk4H8hgr0_16
What is the emotion in the image VbQk4H8hgr0_17?,sad,VbQk4H8hgr0_17
What is the emotion in the image VbQk4H8hgr0_18?,sad,VbQk4H8hgr0_18
What is the emotion in the image VbQk4H8hgr0_19?,sad,VbQk4H8hgr0_19
What is the emotion in the image VbQk4H8hgr0_1?,happy,VbQk4H8hgr0_1
What is the emotion in the image VbQk4H8hgr0_20?,sad,VbQk4H8hgr0_20
What is the emotion in the image VbQk4H8hgr0_21?,sad,VbQk4H8hgr0_21
What is the emotion in the image VbQk4H8hgr0_22?,sad,VbQk4H8hgr0_22
What is the emotion in the image VbQk4H8hgr0_23?,sad,VbQk4H8hgr0_23
What is the emotion in the image VbQk4H8hgr0_24?,sad,VbQk4H8hgr0_24
What is the emotion in the image VbQk4H8hgr0_25?,sad,VbQk4H8hgr0_25
What is the emotion in the image VbQk4H8hgr0_26?,sad,VbQk4H8hgr0_26
What is the emotion in the image VbQk4H8hgr0_27?,sad,VbQk4H8hgr0_27
What is the emotion in the image VbQk4H8hgr0_28?,normal,VbQk4H8hgr0_28
What is the emotion in the image VbQk4H8hgr0_29?,normal,VbQk4H8hgr0_29
What is the emotion in the image VbQk4H8hgr0_2?,normal,VbQk4H8hgr0_2
What is the emotion in the image VbQk4H8hgr0_30?,sad,VbQk4H8hgr0_30
What is the emotion in the image VbQk4H8hgr0_31?,sad,VbQk4H8hgr0_31
What is the emotion in the image VbQk4H8hgr0_32?,normal,VbQk4H8hgr0_32
What is the emotion in the image VbQk4H8hgr0_33?,normal,VbQk4H8hgr0_33
What is the emotion in the image VbQk4H8hgr0_34?,sad,VbQk4H8hgr0_34
What is the emotion in the image VbQk4H8hgr0_35?,sad,VbQk4H8hgr0_35
What is the emotion in the image VbQk4H8hgr0_36?,sad,VbQk4H8hgr0_36
What is the emotion in the image VbQk4H8hgr0_37?,normal,VbQk4H8hgr0_37
What is the emotion in the image VbQk4H8hgr0_38?,sad,VbQk4H8hgr0_38
What is the emotion in the image VbQk4H8hgr0_39?,sad,VbQk4H8hgr0_39
What is the emotion in the image VbQk4H8hgr0_3?,sad,VbQk4H8hgr0_3
What is the emotion in the image VbQk4H8hgr0_40?,sad,VbQk4H8hgr0_40
What is the emotion in the image VbQk4H8hgr0_41?,sad,VbQk4H8hgr0_41
What is the emotion in the image VbQk4H8hgr0_42?,sad,VbQk4H8hgr0_42
What is the emotion in the image VbQk4H8hgr0_43?,sad,VbQk4H8hgr0_43
What is the emotion in the image VbQk4H8hgr0_44?,sad,VbQk4H8hgr0_44
What is the emotion in the image VbQk4H8hgr0_45?,sad,VbQk4H8hgr0_45
What is the emotion in the image VbQk4H8hgr0_46?,happy,VbQk4H8hgr0_46
What is the emotion in the image VbQk4H8hgr0_47?,sad,VbQk4H8hgr0_47
What is the emotion in the image VbQk4H8hgr0_48?,sad,VbQk4H8hgr0_48
What is the emotion in the image VbQk4H8hgr0_49?,normal,VbQk4H8hgr0_49
What is the emotion in the image VbQk4H8hgr0_4?,sad,VbQk4H8hgr0_4
What is the emotion in the image VbQk4H8hgr0_50?,sad,VbQk4H8hgr0_50
What is the emotion in the image VbQk4H8hgr0_51?,normal,VbQk4H8hgr0_51
What is the emotion in the image VbQk4H8hgr0_52?,normal,VbQk4H8hgr0_52
What is the emotion in the image VbQk4H8hgr0_53?,sad,VbQk4H8hgr0_53
What is the emotion in the image VbQk4H8hgr0_54?,normal,VbQk4H8hgr0_54
What is the emotion in the image VbQk4H8hgr0_5?,sad,VbQk4H8hgr0_5
What is the emotion in the image VbQk4H8hgr0_6?,sad,VbQk4H8hgr0_6
What is the emotion in the image VbQk4H8hgr0_7?,normal,VbQk4H8hgr0_7
What is the emotion in the image VbQk4H8hgr0_8?,normal,VbQk4H8hgr0_8
What is the emotion in the image VbQk4H8hgr0_9?,normal,VbQk4H8hgr0_9
What is the emotion in the image Vj1wYRQjB-o_0?,happy,Vj1wYRQjB-o_0
What is the emotion in the image Vj1wYRQjB-o_1?,happy,Vj1wYRQjB-o_1
What is the emotion in the image Vj1wYRQjB-o_2?,normal,Vj1wYRQjB-o_2
What is the emotion in the image Vj1wYRQjB-o_3?,normal,Vj1wYRQjB-o_3
What is the emotion in the image Vj1wYRQjB-o_4?,normal,Vj1wYRQjB-o_4
What is the emotion in the image Vj1wYRQjB-o_5?,happy,Vj1wYRQjB-o_5
What is the emotion in the image Vj1wYRQjB-o_6?,happy,Vj1wYRQjB-o_6
What is the emotion in the image Vj1wYRQjB-o_7?,happy,Vj1wYRQjB-o_7
What is the emotion in the image Vj1wYRQjB-o_8?,happy,Vj1wYRQjB-o_8
What is the emotion in the image W8NXH0Djyww_0?,happy,W8NXH0Djyww_0
What is the emotion in the image W8NXH0Djyww_10?,sad,W8NXH0Djyww_10
What is the emotion in the image W8NXH0Djyww_11?,happy,W8NXH0Djyww_11
What is the emotion in the image W8NXH0Djyww_12?,happy,W8NXH0Djyww_12
What is the emotion in the image W8NXH0Djyww_13?,happy,W8NXH0Djyww_13
What is the emotion in the image W8NXH0Djyww_14?,happy,W8NXH0Djyww_14
What is the emotion in the image W8NXH0Djyww_15?,happy,W8NXH0Djyww_15
What is the emotion in the image W8NXH0Djyww_16?,happy,W8NXH0Djyww_16
What is the emotion in the image W8NXH0Djyww_17?,happy,W8NXH0Djyww_17
What is the emotion in the image W8NXH0Djyww_18?,normal,W8NXH0Djyww_18
What is the emotion in the image W8NXH0Djyww_19?,normal,W8NXH0Djyww_19
What is the emotion in the image W8NXH0Djyww_1?,normal,W8NXH0Djyww_1
What is the emotion in the image W8NXH0Djyww_20?,happy,W8NXH0Djyww_20
What is the emotion in the image W8NXH0Djyww_21?,normal,W8NXH0Djyww_21
What is the emotion in the image W8NXH0Djyww_22?,happy,W8NXH0Djyww_22
What is the emotion in the image W8NXH0Djyww_23?,happy,W8NXH0Djyww_23
What is the emotion in the image W8NXH0Djyww_24?,happy,W8NXH0Djyww_24
What is the emotion in the image W8NXH0Djyww_25?,happy,W8NXH0Djyww_25
What is the emotion in the image W8NXH0Djyww_26?,happy,W8NXH0Djyww_26
What is the emotion in the image W8NXH0Djyww_27?,happy,W8NXH0Djyww_27
What is the emotion in the image W8NXH0Djyww_28?,sad,W8NXH0Djyww_28
What is the emotion in the image W8NXH0Djyww_29?,normal,W8NXH0Djyww_29
What is the emotion in the image W8NXH0Djyww_2?,happy,W8NXH0Djyww_2
What is the emotion in the image W8NXH0Djyww_30?,normal,W8NXH0Djyww_30
What is the emotion in the image W8NXH0Djyww_31?,happy,W8NXH0Djyww_31
What is the emotion in the image W8NXH0Djyww_3?,normal,W8NXH0Djyww_3
What is the emotion in the image W8NXH0Djyww_4?,normal,W8NXH0Djyww_4
What is the emotion in the image W8NXH0Djyww_5?,happy,W8NXH0Djyww_5
What is the emotion in the image W8NXH0Djyww_6?,happy,W8NXH0Djyww_6
What is the emotion in the image W8NXH0Djyww_7?,happy,W8NXH0Djyww_7
What is the emotion in the image W8NXH0Djyww_8?,happy,W8NXH0Djyww_8
What is the emotion in the image W8NXH0Djyww_9?,normal,W8NXH0Djyww_9
What is the emotion in the image WKA5OygbEKI_0?,happy,WKA5OygbEKI_0
What is the emotion in the image WKA5OygbEKI_10?,normal,WKA5OygbEKI_10
What is the emotion in the image WKA5OygbEKI_11?,normal,WKA5OygbEKI_11
What is the emotion in the image WKA5OygbEKI_12?,happy,WKA5OygbEKI_12
What is the emotion in the image WKA5OygbEKI_13?,happy,WKA5OygbEKI_13
What is the emotion in the image WKA5OygbEKI_14?,happy,WKA5OygbEKI_14
What is the emotion in the image WKA5OygbEKI_15?,happy,WKA5OygbEKI_15
What is the emotion in the image WKA5OygbEKI_16?,normal,WKA5OygbEKI_16
What is the emotion in the image WKA5OygbEKI_17?,happy,WKA5OygbEKI_17
What is the emotion in the image WKA5OygbEKI_18?,sad,WKA5OygbEKI_18
What is the emotion in the image WKA5OygbEKI_19?,normal,WKA5OygbEKI_19
What is the emotion in the image WKA5OygbEKI_1?,happy,WKA5OygbEKI_1
What is the emotion in the image WKA5OygbEKI_20?,happy,WKA5OygbEKI_20
What is the emotion in the image WKA5OygbEKI_21?,normal,WKA5OygbEKI_21
What is the emotion in the image WKA5OygbEKI_2?,happy,WKA5OygbEKI_2
What is the emotion in the image WKA5OygbEKI_3?,happy,WKA5OygbEKI_3
What is the emotion in the image WKA5OygbEKI_4?,normal,WKA5OygbEKI_4
What is the emotion in the image WKA5OygbEKI_5?,sad,WKA5OygbEKI_5
What is the emotion in the image WKA5OygbEKI_6?,happy,WKA5OygbEKI_6
What is the emotion in the image WKA5OygbEKI_7?,normal,WKA5OygbEKI_7
What is the emotion in the image WKA5OygbEKI_8?,happy,WKA5OygbEKI_8
What is the emotion in the image WKA5OygbEKI_9?,normal,WKA5OygbEKI_9
What is the emotion in the image X3j2zQgwYgE_0?,normal,X3j2zQgwYgE_0
What is the emotion in the image X3j2zQgwYgE_10?,normal,X3j2zQgwYgE_10
What is the emotion in the image X3j2zQgwYgE_1?,sad,X3j2zQgwYgE_1
What is the emotion in the image X3j2zQgwYgE_2?,sad,X3j2zQgwYgE_2
What is the emotion in the image X3j2zQgwYgE_3?,normal,X3j2zQgwYgE_3
What is the emotion in the image X3j2zQgwYgE_4?,sad,X3j2zQgwYgE_4
What is the emotion in the image X3j2zQgwYgE_5?,normal,X3j2zQgwYgE_5
What is the emotion in the image X3j2zQgwYgE_6?,normal,X3j2zQgwYgE_6
What is the emotion in the image X3j2zQgwYgE_7?,normal,X3j2zQgwYgE_7
What is the emotion in the image X3j2zQgwYgE_8?,sad,X3j2zQgwYgE_8
What is the emotion in the image X3j2zQgwYgE_9?,sad,X3j2zQgwYgE_9
What is the emotion in the image ZAIRrfG22O0_0?,sad,ZAIRrfG22O0_0
What is the emotion in the image ZAIRrfG22O0_1?,sad,ZAIRrfG22O0_1
What is the emotion in the image ZAIRrfG22O0_2?,normal,ZAIRrfG22O0_2
What is the emotion in the image ZAIRrfG22O0_3?,sad,ZAIRrfG22O0_3
What is the emotion in the image ZAIRrfG22O0_4?,happy,ZAIRrfG22O0_4
What is the emotion in the image ZAIRrfG22O0_5?,happy,ZAIRrfG22O0_5
What is the emotion in the image ZAIRrfG22O0_6?,sad,ZAIRrfG22O0_6
What is the emotion in the image ZAIRrfG22O0_7?,sad,ZAIRrfG22O0_7
What is the emotion in the image ZAIRrfG22O0_8?,sad,ZAIRrfG22O0_8
What is the emotion in the image ZUXBRvtny7o_0?,happy,ZUXBRvtny7o_0
What is the emotion in the image ZUXBRvtny7o_10?,happy,ZUXBRvtny7o_10
What is the emotion in the image ZUXBRvtny7o_11?,happy,ZUXBRvtny7o_11
What is the emotion in the image ZUXBRvtny7o_12?,happy,ZUXBRvtny7o_12
What is the emotion in the image ZUXBRvtny7o_13?,happy,ZUXBRvtny7o_13
What is the emotion in the image ZUXBRvtny7o_14?,normal,ZUXBRvtny7o_14
What is the emotion in the image ZUXBRvtny7o_15?,sad,ZUXBRvtny7o_15
What is the emotion in the image ZUXBRvtny7o_16?,happy,ZUXBRvtny7o_16
What is the emotion in the image ZUXBRvtny7o_17?,happy,ZUXBRvtny7o_17
What is the emotion in the image ZUXBRvtny7o_18?,normal,ZUXBRvtny7o_18
What is the emotion in the image ZUXBRvtny7o_19?,normal,ZUXBRvtny7o_19
What is the emotion in the image ZUXBRvtny7o_1?,sad,ZUXBRvtny7o_1
What is the emotion in the image ZUXBRvtny7o_20?,happy,ZUXBRvtny7o_20
What is the emotion in the image ZUXBRvtny7o_21?,normal,ZUXBRvtny7o_21
What is the emotion in the image ZUXBRvtny7o_22?,normal,ZUXBRvtny7o_22
What is the emotion in the image ZUXBRvtny7o_23?,happy,ZUXBRvtny7o_23
What is the emotion in the image ZUXBRvtny7o_24?,happy,ZUXBRvtny7o_24
What is the emotion in the image ZUXBRvtny7o_25?,happy,ZUXBRvtny7o_25
What is the emotion in the image ZUXBRvtny7o_26?,happy,ZUXBRvtny7o_26
What is the emotion in the image ZUXBRvtny7o_27?,sad,ZUXBRvtny7o_27
What is the emotion in the image ZUXBRvtny7o_28?,happy,ZUXBRvtny7o_28
What is the emotion in the image ZUXBRvtny7o_29?,normal,ZUXBRvtny7o_29
What is the emotion in the image ZUXBRvtny7o_2?,happy,ZUXBRvtny7o_2
What is the emotion in the image ZUXBRvtny7o_30?,happy,ZUXBRvtny7o_30
What is the emotion in the image ZUXBRvtny7o_31?,normal,ZUXBRvtny7o_31
What is the emotion in the image ZUXBRvtny7o_32?,normal,ZUXBRvtny7o_32
What is the emotion in the image ZUXBRvtny7o_33?,happy,ZUXBRvtny7o_33
What is the emotion in the image ZUXBRvtny7o_3?,happy,ZUXBRvtny7o_3
What is the emotion in the image ZUXBRvtny7o_4?,happy,ZUXBRvtny7o_4
What is the emotion in the image ZUXBRvtny7o_5?,normal,ZUXBRvtny7o_5
What is the emotion in the image ZUXBRvtny7o_6?,happy,ZUXBRvtny7o_6
What is the emotion in the image ZUXBRvtny7o_7?,sad,ZUXBRvtny7o_7
What is the emotion in the image ZUXBRvtny7o_8?,happy,ZUXBRvtny7o_8
What is the emotion in the image ZUXBRvtny7o_9?,happy,ZUXBRvtny7o_9
What is the emotion in the image _dI--eQ6qVU_0?,happy,_dI--eQ6qVU_0
What is the emotion in the image _dI--eQ6qVU_10?,normal,_dI--eQ6qVU_10
What is the emotion in the image _dI--eQ6qVU_11?,happy,_dI--eQ6qVU_11
What is the emotion in the image _dI--eQ6qVU_12?,happy,_dI--eQ6qVU_12
What is the emotion in the image _dI--eQ6qVU_13?,happy,_dI--eQ6qVU_13
What is the emotion in the image _dI--eQ6qVU_14?,happy,_dI--eQ6qVU_14
What is the emotion in the image _dI--eQ6qVU_15?,normal,_dI--eQ6qVU_15
What is the emotion in the image _dI--eQ6qVU_16?,normal,_dI--eQ6qVU_16
What is the emotion in the image _dI--eQ6qVU_17?,normal,_dI--eQ6qVU_17
What is the emotion in the image _dI--eQ6qVU_18?,happy,_dI--eQ6qVU_18
What is the emotion in the image _dI--eQ6qVU_19?,normal,_dI--eQ6qVU_19
What is the emotion in the image _dI--eQ6qVU_1?,normal,_dI--eQ6qVU_1
What is the emotion in the image _dI--eQ6qVU_20?,happy,_dI--eQ6qVU_20
What is the emotion in the image _dI--eQ6qVU_21?,happy,_dI--eQ6qVU_21
What is the emotion in the image _dI--eQ6qVU_22?,normal,_dI--eQ6qVU_22
